0.707106781186547572737310929369,2.12132034355964105287739585037
0.707106781187572641655947336403,3.53553390586427074282482863055
0.707106781967366870844671211671,4.94974740574306792950665112585
0.707106855594752614635467580229,6.36395293394064864855863561388
0.707108469649841309134785660717,7.77785716574022245595187996514
0.707112005504343388295751537953,9.18693558206216032147040095879
0.706913652690074001405662329489,10.5560436519146971789950839593
0.704535871059033591556897135888,11.7323618467077288585187488934
0.691427344934067211745798431366,12.3275259662959157935802068096
0.648058911499489687102482093906,11.790429542691812869747991499
0.553055375443566643589576869999,9.84529634399752673346029041568
0.40798401605432060845757291645,6.92758860926454556050657629385
0.24887742426620726443609044054,4.0014052912350992485812639643
0.12137564687133062246715553556,1.86128288612771908283605171164
0.0461029712010287556767096361909,0.686358657736934385518168255658
0.0133315115800457656414224061336,0.197516985672389927541914289577
0.00286754323273849358322262759202,0.0435457243377549430007888986438
0.000446692282335562154422375913398,0.00718309669771686684636158304329
4.87417949206068643573652732215e-05,0.000859394637953715982356395208797
3.56671710508210945347754364243e-06,7.15520360202098407035112281882e-05
1.64990584733453741441672299635e-07,3.92132446037473356598461113331e-06
4.43958296007819714636066993959e-09,1.31033358800185309651049696787e-07
6.14328777670302111094418052318e-11,2.39315064119028985388693747725e-09
3.59041145651254904320893667689e-13,2.02421587350294525659538718288e-11
6.18977904475881144474499612306e-16,6.02922059619898368827964888745e-14
1.25284496659504726984922362778e-19,3.75154522305984508195967850477e-17
-4.05572337105206136491603178961e-24,1.32095527985837183894330582714e-21
